Sector,ID,Departamento,Distrito ,Nombre Institucion,1º Grado,2º Grado,3º Grado,4º Grado,5º Grado,6º Grado,latitud aproximada,longitud aproximada
Oficial,11,Central,San Lorenzo,	ESCUELA BÁSICA N° 23 ESPAÑA,144,180,174,186,202,220,"25º20'23.293""S","57º30'42.298""W"
Oficial,10,Alto Paraná,Ciudad del Este,CENTRO REGIONAL DE EDUCACIÓN DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,173,180,176,183,190,198,"25º31'19.741""S","54º36'41.983""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 25 CARLOS ANTONIO LÓPEZ,170,177,165,162,185,177,"25º23'41.53""S","57º32'50.402""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 707 ITAUGUÁ,175,164,153,151,162,145,"25º23'43.267""S","57º21'3.232""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 458 MARISCAL FRANCISCO SOLANO LÓPEZ - ANEXA AL CENTRO REGIONAL DE EDUCACIÓN DR. RAÚL PEÑA,141,143,157,168,157,150,"22º32'48.871""S","55º44'29.815""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 90 PROFESOR MANUEL ANTONIO ENCISO,146,153,153,144,154,165,"25º27'10.741""S","57º30'30.59""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 88 ENRIQUE SOLER,113,145,140,158,173,168,"25º21'23.784""S","57º26'34.321""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 603 PDTE. JOHN F. KENNEDY,164,137,133,155,161,147,"25º24'39.68""S","57º29'1.078""W"
Oficial,5,Caaguazú,Dr. Juan Eulogio Estigarribia,ESCUELA BÁSICA N° 727 CRISTO REY,158,139,148,156,143,151,"25º22'29.547""S","55º42'14.703""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 26 GENERAL  JOSÉ ELIZARDO AQUINO,126,128,157,160,157,162,"25º16'15.602""S","57º29'27.723""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 1465 PAZ DEL CHACO,141,144,148,150,139,152,"25º25'38.693""S","57º31'57.411""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 1513 JORGE RUBEN PEÑA,148,137,138,135,138,177,"25º33'26.975""S","54º39'34.654""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 1743 CERRO CORÁ,149,130,143,143,135,135,"22º33'46.739""S","55º44'32.476""W"
Oficial,7,Itapúa,Encarnación,CENTRO REGIONAL DE EDUCACIÓN GENERAL PATRICIO ESCOBAR,126,120,129,142,158,156,"27º20'7.330""S","55º51'58.313""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 3220 SAN ISIDRO LABRADOR,132,144,140,145,146,123,"25º9'6.364""S","57º27'25.227""W"
Oficial,11,Central,San Lorenzo,CENTRO REGIONAL DE EDUCACIÓN SATURIO RÍOS - ESCUELA ANEXA FRANKLIN DELANO ROOSEVELT,124,134,137,141,139,135,"25º20'54.693""S","57º30'52.877""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 2960 MIGUEL ÁNGEL RODRÍGUEZ,121,135,122,135,153,139,"25º22'9.832""S","57º33'56.4""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1632 AUGUSTO ROA BASTOS,110,130,124,144,146,144,"25º30'58.162""S","54º38'9.815""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 823 SOLDADO PARAGUAYO,122,115,131,150,139,140,"25º28'12.992""S","54º38'41.361""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1633 ESPÍRITU SANTO,118,124,130,148,132,132,"25º32'10.417""S","54º37'47.233""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 4776 PROFESORA REBECA FORTUNATA ALÉN ROJAS,136,126,145,147,130,96,"22º33'56.279""S","55º44'34.14""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 22 SAN JOSÉ,109,109,135,133,138,142,"25º9'51.704""S","57º28'30.911""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 640 PROFESORA HILDA GÓMEZ CROSTA DE VILLALBA,124,125,116,122,133,130,"27º22'15.55""S","55º50'1.981""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 1294 SAN PEDRO APÓSTOL,117,109,122,121,149,127,"25º33'6.222""S","54º36'48.254""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 413 CARLOS ANTONIO LÓPEZ,130,103,127,115,135,127,"25º17'50.181""S","57º24'58.49""W"
Oficial,5,Caaguazú,Coronel Oviedo,ESCUELA BÁSICA N° 6017 DOCTOR PEDRO P. PEÑA,114,127,112,119,133,115,"25º27'34.309""S","56º26'55.942""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 1295 VIRGEN DEL ROSARIO,123,116,112,119,119,124,"25º24'33.779""S","54º37'47.669""W"
Oficial,3,Cordillera,Tobatí,ESCUELA BÁSICA N° 44 CAPITÁN PEDRO JUAN CABALLERO,113,120,129,124,114,109,"25º15'27.999""S","57º4'50.472""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 3388 SOLDADOS MÁRTIRES DEL 2 Y 3 DE FEBRERO,119,121,114,118,109,124,"25º22'59.071""S","57º33'17.014""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 457 PROFESORA MAGNA DELIA MORÍNIGO DE MARTÍNEZ,114,123,126,106,125,110,"25º8'28.184""S","57º28'20.766""W"
Oficial,3,Cordillera,Caacupé,ESCUELA BÁSICA N° 40 TENIENTE JOSÉ MARÍA FARIÑA,105,103,104,144,113,106,"25º23'23.26""S","57º8'36.366""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 17 REPÚBLICA DEL PERÚ,98,102,112,135,119,108,"25º17'32.904""S","57º39'43.122""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 1466 DON BIENVENIDO OSORIO,116,120,128,112,120,65,"25º24'10.761""S","57º31'37.697""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 2971 ROQUE GONZÁLEZ DE SANTA CRUZ,121,98,104,112,105,113,"25º30'1.985""S","54º44'18.51""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 81 MARÍA AUXILIADORA,102,91,123,102,121,109,"25º24'59.296""S","57º27'25.795""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 228 DELFÍN CHAMORRO,104,101,124,113,106,95,"25º18'58.333""S","57º38'30.731""W"
Oficial,11,Central,Villeta,ESCUELA BÁSICA N° 2064 ESTEBAN MEDINA,98,99,111,94,100,119,"25º31'13.636""S","57º33'23.832""W"
Oficial,7,Itapúa,Cambyretá,ESCUELA BÁSICA N° 4617 DIVINO NIÑO JESÚS,108,100,103,106,103,100,"27º17'29.761""S","55º48'51.749""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 1909 FRAY BARTOLOME DE LAS CASAS,110,107,112,112,90,88,"25º14'35.812""S","57º34'52.629""W"
Oficial,14,Canindeyú,Salto del Guairá,ESCUELA BÁSICA N° 411 CARLOS RICARDO MÉNDES CONCALVES,93,101,100,110,115,93,"24º3'48.975""S","54º18'17.447""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 65 REPÚBLICA ARGENTINA,109,93,107,105,102,92,"27º21'16.958""S","55º51'8.762""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 302 JUAN E. O'LEARY,101,108,87,109,102,100,"25º30'37.035""S","57º21'48.855""W"
Oficial,8,Misiones,San Ignacio,ESCUELA BÁSICA N° 152 SAN ROQUE GONZÁLEZ DE SANTA CRUZ,91,95,115,101,103,99,"26º53'22.434""S","57º1'48.168""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 2411 MARISCAL FRANCISCO SOLANO LÓPEZ,101,96,99,112,101,94,"25º23'8.923""S","54º38'59.434""W"
Oficial,8,Misiones,Ayolas,ESCUELA BÁSICA N° 1915 AGUSTÍN PÍO BARRIOS,95,94,96,104,86,125,"27º23'5.265""S","56º50'30.81""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 8175 SAN FRANCISCO,79,117,88,112,107,96,"25º14'16.907""S","57º33'58.388""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 2121 INMACULADA CONCEPCIÓN,92,107,93,98,109,99,"25º22'58.015""S","57º30'11.351""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 408 AMADO BITTAR,99,96,106,102,99,85,"25º23'37.731""S","57º21'34.032""W"
Oficial,16,Boquerón,Loma Plata,ESCUELA BÁSICA N° 4606 HÉROES DEL CHACO,128,103,100,94,79,80,"22º23'52.013""S","59º50'5.997""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 883 CORONEL FELIPE TOLEDO,103,95,98,96,103,85,"25º25'4.86""S","57º25'47.231""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 118 CORONEL LUIS CAMINOS,74,88,96,105,108,108,"25º20'51.356""S","57º30'21.452""W"
Oficial,11,Central,San Lorenzo,CENTRO REGIONAL DE EDUCACIÓN SATURIO RÍOS - ESCUELA ANEXA TOMASA FERREIRA DE MEZA,75,92,102,111,102,93,"25º20'41.908""S","57º31'4.736""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 606 ITAUGUÁ POTY,97,100,92,99,92,94,"25º22'36.841""S","57º23'52.303""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 273 ALVAR NÚÑEZ CABEZA DE VACA,100,103,91,101,90,87,"25º23'38.446""S","54º38'20.122""W"
Oficial,11,Central,Villeta,ESCUELA BÁSICA N° 427 AVAY,105,109,92,88,85,91,"25º30'21.279""S","57º30'57.829""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 110 CAPITÁN BERNARDINO CABALLERO ÁLVAREZ,77,101,92,97,97,105,"25º16'11.476""S","57º28'55.019""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 249 DON FRANCISCO RAMÓN CABRAL FERNÁNDEZ,100,94,91,114,86,80,"25º26'13.673""S","57º22'3.029""W"
Oficial,11,Central,Guarambaré,ESCUELA BÁSICA N° 91 MEDALLA MILAGROSA,107,75,99,82,86,113,"25º29'33.29""S","57º27'34.137""W"
Oficial,9,Paraguarí,Yaguarón,ESCUELA BÁSICA N° 704 DEFENSORES DEL CHACO,85,87,98,99,87,103,"25º33'31.676""S","57º17'9.48""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 4020 PRIMER GOBERNADOR,100,104,90,95,87,75,"25º22'51.57""S","54º39'17.618""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 3830 LEANDRO DIEGO SÁNCHEZ GRINSTEIN,88,89,80,104,98,87,"25º14'36.489""S","57º28'2.026""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 86 DOMINGO MARTÍNEZ DE IRALA,101,78,95,97,86,83,"25º18'46.334""S","57º22'55.325""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 354 SAN BLAS,63,89,98,83,94,108,"25º30'56.265""S","54º36'40.872""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 276 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,76,93,84,94,99,88,"25º23'27.209""S","57º30'11.221""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 848 SAN RAFAEL,87,97,101,72,87,89,"25º26'33.844""S","57º26'28.937""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 330 MARGARITA VEIA DE BIBOLINI,88,87,80,106,85,81,"25º23'16.502""S","57º28'17.014""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 859 HÉROES DE LA PATRIA,76,79,78,84,94,114,"25º16'15.257""S","57º30'9.937""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 2852 INMACULADA CONCEPCIÓN DE MARÍA,94,98,95,88,65,82,"25º22'15.219""S","57º25'37.756""W"
Oficial,9,Paraguarí,Yaguarón,ESCUELA BÁSICA N° 126 REPÚBLICA DE GUATEMALA,95,69,84,101,94,74,"25º33'57.965""S","57º17'14.954""W"
Oficial,15,Presidente Hayes,Villa Hayes,ESCUELA BÁSICA N° 4381 MUNICIPAL N° 3,93,73,100,104,80,61,"25º10'1.989""S","57º33'8.626""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 3782 PADRES UNIDOS,73,87,83,86,91,89,"25º17'12.705""S","57º27'29.477""W"
Oficial,8,Misiones,Ayolas,ESCUELA BÁSICA N° 1315 SAN ROQUE GONZÁLEZ DE SANTACRUZ,81,79,79,80,96,93,"27º23'9.197""S","56º49'35.462""W"
Oficial,11,Central,Ypacaraí,ESCUELA BÁSICA N° 82 REPÚBLICA DE HONDURAS,80,85,79,86,82,93,"25º24'11.471""S","57º17'9.587""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2972 SAGRADA FAMILIA,74,81,92,69,87,94,"25º29'36.239""S","54º38'57.674""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 3535 YACYRETÁ,77,95,79,96,80,70,"27º18'41.006""S","55º52'9.051""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1189 SAGRADA FAMILIA,70,83,78,77,89,99,"25º31'48.692""S","54º37'27.928""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2978 SANTA ANA,84,83,85,67,85,91,"25º29'0.504""S","54º40'1.124""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 819 DON JUAN PABLO ZARACHO FRANCO,74,87,80,93,73,79,"25º18'14.44""S","57º31'51.566""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 21 DOCTOR ENRIQUE LUZO PINHO,75,75,84,74,81,96,"25º24'49.079""S","57º34'33.868""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 2856 SAN ROQUE,82,87,82,77,78,79,"25º23'23.103""S","57º29'6.427""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 3911 DIVINA MISERICORDIA,78,66,73,86,96,86,"25º22'39.204""S","54º38'52.033""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 1876 CAPITÁN FGTA. ROMUALDO NÚÑEZ,80,77,83,84,82,77,"25º8'52.907""S","57º29'45.94""W"
Oficial,1,Concepción,Horqueta,ESCUELA BÁSICA N° 519 ZAPADORES DEL CHACO,83,75,74,93,81,75,"23º21'10.751""S","57º2'59.942""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 1994 DOCTOR RAÚL PEÑA,104,73,84,72,71,75,"25º24'14.614""S","57º26'58.71""W"
Oficial,7,Itapúa,Encarnación,CENTRO REGIONAL DE EDUCACIÓN GENERAL PATRICIO ESCOBAR - ESCUELA ANEXA CLEMENTINA IRRAZÁBAL,72,77,78,83,86,82,"27º20'19.260""S","55º51'54.771""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 7207 SANTO DOMINGO SAVIO,92,95,87,69,66,68,"22º34'8.057""S","55º45'42.026""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 1943 CARLOS ANTONIO RACHIT,86,76,85,70,93,64,"25º21'20.005""S","57º28'51.767""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2375 DEFENSORES DEL CHACO,70,84,74,79,82,81,"25º13'54.552""S","57º28'32.39""W"
Oficial,11,Central,Villeta,ESCUELA BÁSICA N° 1132 NUESTRA SEÑORA DEL ROSARIO,66,73,72,81,83,95,"25º30'19.556""S","57º34'2.486""W"
Oficial,7,Itapúa,Cambyretá,ESCUELA BÁSICA N° 7309 JESÚS MISERICORDIOSO,88,92,90,103,45,51,"27º17'21.418""S","55º48'29.795""W"
Oficial,10,Alto Paraná,San Alberto,ESCUELA BÁSICA N° 3347 SAN ALBERTO MAGNO,78,73,84,91,70,70,"24º58'19.856""S","54º55'2.706""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 2785 HÉROES DEL CHACO,63,73,83,82,85,80,"25º26'43.59""S","57º26'41.933""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 6487 JARDÍN DEL ORIENTE,83,102,71,65,78,65,"25º28'34.576""S","54º43'53.227""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 599 GENERAL DE DIVISIÓN FRANCISCO CABALLERO ALVAREZ,68,56,78,100,83,78,"25º20'39.818""S","57º29'42.266""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2977 8 DE DICIEMBRE,71,80,77,60,74,98,"25º32'13.348""S","54º39'12.34""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 1029 PROFESORA MARÍA DEL CARMEN MORALES DE ACHUCARRO,77,75,86,57,90,74,"25º21'36.085""S","57º35'52.06""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 598 DOMINGO SAVIO,69,82,83,74,67,83,"25º21'20.572""S","57º32'32.199""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3279 SAN JOSÉ OBRERO,75,72,71,103,67,68,"25º21'43.708""S","57º25'29.667""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 5591 JESÚS MISERICORDIOSO,66,78,78,76,73,85,"25º24'52.477""S","57º30'59.183""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 89 REPÚBLICA DE COSTA RICA,68,67,82,87,85,65,"25º30'34.255""S","57º21'42.255""W"
Oficial,10,Alto Paraná,Dr. Juan León Mallorquín,ESCUELA BÁSICA N° 415 MARISCAL FRANCISCO SOLANO LÓPEZ,56,77,73,83,78,87,"25º25'38.714""S","55º15'32.876""W"
Oficial,3,Cordillera,Caacupé,ESCUELA BÁSICA N° 201 TENIENTE GABRIEL AQUINO,68,73,84,80,68,79,"25º23'1.507""S","57º8'40.707""W"
Oficial,15,Presidente Hayes,Villa Hayes,ESCUELA BÁSICA N° 1637 DEFENSORES DEL CHACO,67,75,93,81,63,73,"25º5'21.236""S","57º32'4.567""W"
Oficial,5,Caaguazú,Coronel Oviedo,ESCUELA BÁSICA N° 698 WENCESLAA ESCALADA,60,80,86,79,67,79,"25º26'27.519""S","56º26'17.328""W"
Oficial,5,Caaguazú,Dr. Juan Manuel Frutos,ESCUELA BÁSICA N° 966 MARISCAL FRANCISCO SOLANO LÓPEZ,71,70,66,75,84,85,"25º22'52.427""S","55º50'8.527""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 1988 MARÍA AUXILIADORA,54,88,63,53,95,98,"25º22'35.223""S","57º36'7.023""W"
Oficial,14,Canindeyú,Curuguaty,ESCUELA BÁSICA N° 396 GENERAL JOSÉ GERVASIO ARTIGAS,78,82,74,61,82,73,"24º28'31.619""S","55º41'23.612""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3731 SAGRADO CORAZÓN DE JESÚS,70,65,77,77,84,76,"25º20'16.089""S","57º26'48.455""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 4262 REASENTAMIENTO DE EXTRACENSALES DE YACYRETA,75,73,58,81,83,78,"27º16'25.866""S","55º55'42.053""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 3693 TEJEDORAS DE ÑANDUTÍ,86,70,79,80,77,55,"25º24'5.573""S","57º21'54.551""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 672 DON CARLOS ANTONIO LÓPEZ,71,78,89,74,78,54,"25º16'32.947""S","57º29'58.962""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 4292 UNIÓN EUROPEA,86,88,64,59,71,75,"25º10'4.532""S","57º26'29.251""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3366 JORGE ALBERTO ROJAS RAMÍREZ,71,82,72,86,74,57,"25º23'28.447""S","57º27'20.836""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 3222 CERRITO,55,83,72,79,72,78,"25º24'1.152""S","57º33'19.946""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 1463 DIVINO MAESTRO,67,78,78,62,84,69,"25º23'31.806""S","57º31'40.212""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 4734 DEFENSORES DEL CHACO,76,88,91,55,53,70,"25º13'16.872""S","57º32'55.245""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 697 SARGENTO CÁNDIDO SILVA,69,84,83,67,60,66,"25º19'9.103""S","57º30'24.21""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 729 SAN FRANCISCO DE ASÍS,84,76,66,81,46,76,"25º26'4.398""S","54º38'25.901""W"
Oficial,7,Itapúa,Encarnación,CENTRO REGIONAL DE EDUCACIÓN GENERAL PATRICIO ESCOBAR - ESCUELA ANEXA ALEMANA,70,73,65,72,68,79,"27º20'20.771""S","55º51'44.748""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 3539 SAN JOSÉ,69,66,68,79,73,69,"25º17'43.756""S","57º29'29.249""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 402 PROFESOR PORFIRIO CHAMORRO,64,89,74,76,56,62,"25º27'39.618""S","57º24'22.446""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 572 JOHN FITZGERALD KENNEDY,}P+--,70,70,69,71,71,"27º18'45.64""S","55º52'51.861""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 539 HÉROES LUQUEÑOS,70,68,69,68,73,69,"25º15'44.633""S","57º26'15.141""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2924 NÉSTOR ROMERO VALDOVINOS,58,81,60,72,70,75,"25º15'26.77""S","57º29'45.463""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 290 DEFENSORES DEL CHACO,84,90,27,62,65,86,"22º32'2.163""S","55º44'15.572""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 1301 MARISCAL JOSÉ FÉLIX ESTIGARRIBIA,73,84,81,66,59,51,"22º32'55.918""S","55º45'27.162""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 311 OBREROS UNIDOS,69,70,59,80,76,59,"25º6'21.091""S","57º29'13.799""W"
Oficial,3,Cordillera,Emboscada,ESCUELA BÁSICA N° 169 ABRAHAM LINCOLN,85,80,70,75,43,59,"25º6'16.286""S","57º18'28.802""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1533 CIUDAD NUEVA,70,65,53,73,79,72,"25º30'9.96""S","54º40'2.324""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 14716 MUNICIPAL MARANGATU RAPÉ,65,70,67,71,68,70,"25º14'23.137""S","57º34'51.818""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 648 PROFESOR SIMEÓN RIVEROS,58,84,68,55,69,76,"25º11'57.447""S","57º27'52.2""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 824 REVERENDO PADRE LUCIANO CESTAC,67,69,79,80,60,50,"25º20'0.257""S","57º34'27.991""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2655 VERGEL LUQUEÑO,75,63,61,89,64,53,"25º18'18.39""S","57º30'23.713""W"
Oficial,7,Itapúa,Cambyretá,ESCUELA BÁSICA N° 4006 SAN JUAN BAUTISTA,67,55,59,77,70,77,"27º20'53.66""S","55º49'31.468""W"
Oficial,10,Alto Paraná,Juan E. O'Leary,ESCUELA BÁSICA N° 351 LA RESIDENTA,79,77,65,64,48,71,"25º25'16.084""S","55º22'20.296""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 5599 SAN PEDRO APÓSTOL,62,58,59,70,81,72,"25º27'37.474""S","57º30'8.751""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 281 DOCTOR LUIS ALBERTO DE HERRERA,53,64,69,59,83,72,"25º17'37.73""S","57º33'38.758""W"
Oficial,5,Caaguazú,Caaguazú,ESCUELA BÁSICA N° 3305 SANTA ISABEL,70,65,60,60,66,74,"25º27'14.511""S","56º1'59.3""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 982 SAN ISIDRO,61,69,77,66,57,64,"25º29'43.716""S","57º23'31.247""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 4777 AMISTAD II,69,79,48,69,58,71,"22º34'25.798""S","55º43'39.601""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 3725 SAN JOSÉ,65,58,80,67,64,56,"25º19'58.014""S","57º24'22.189""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 199 SILVIO PETTIROSSI,51,57,66,72,76,67,"25º16'29.172""S","57º31'24.506""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 477 DOCTOR EDUARDO LÓPEZ MOREIRA,57,63,60,77,64,68,"25º18'4.298""S","57º33'2.188""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 671 PROF. DR. CANTALICIO FRANCO TORRES,72,70,67,48,70,60,"25º19'58.812""S","57º25'13.811""W"
Oficial,5,Caaguazú,Caaguazú,ESCUELA BÁSICA N° 5027 PARAGUAY PYAHU,64,66,72,64,61,60,"25º28'23.813""S","56º0'40.751""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 1020 YVYRATY,55,77,64,68,52,69,"25º23'27.254""S","57º19'46.776""W"
Oficial,3,Cordillera,Piribebuy,ESCUELA BÁSICA N° 46 MAESTRO FERMÍN LÓPEZ,65,63,62,80,45,69,"25º27'58.684""S","57º2'42.478""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 1008 GENERAL BERNARDINO CABALLERO,72,66,68,64,54,59,"25º13'38.674""S","57º33'41.627""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 6073 SANTA MÓNICA,50,67,59,71,66,67,"25º29'1.48""S","54º44'16.314""W"
Oficial,7,Itapúa,Fram,ESCUELA BÁSICA N° 271 DON CARLOS ANTONIO LÓPEZ,68,62,61,63,63,61,"27º5'47.345""S","56º1'4.286""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 279 DOÑA DIONISIA ADELA SOSA DE FRANCO,57,58,68,54,63,78,"25º29'16.341""S","54º45'33.222""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 6117 14 DE MAYO,73,65,56,61,57,66,"25º26'52.161""S","57º30'54.108""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 382 ACOSTA ÑU,57,65,71,62,67,55,"25º25'26.02""S","57º33'32.113""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 4210 ACOSTA ÑÚ,53,65,76,67,62,53,"25º23'3.365""S","57º31'11.494""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 6116 UNIDA LA CONQUISTA,51,55,64,72,66,67,"25º23'53.127""S","57º30'46.439""W"
Oficial,2,San Pedro,Antequera,ESCUELA BÁSICA N° 252 JOSÉ DE ANTEQUERA Y CASTRO,76,61,75,52,57,54,"24º4'50.746""S","57º12'9.508""W"
