Sector,ID,Departamento,Distrito ,Nombre Institucion,1º Grado,2º Grado,3º Grado,4º Grado,5º Grado,6º Grado,latitud aproximada,longitud aproximada
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 2959 MBOKAJATY SUR,58,53,23,31,46,40,"25º23'33.429""S","57º22'30.101""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 6359 SAN ANTONIO,56,46,37,37,40,35,"25º14'45.232""S","57º27'21.13""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 6104 DEFENSORES DEL CHACO,39,38,46,43,37,48,"25º17'44.004""S","57º27'42.468""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 407 ELISA ALICIA LYNCH,49,35,47,40,49,30,"25º16'50.699""S","57º37'45.901""W"
Oficial,14,Canindeyú,Nueva Esperanza,ESCUELA BÁSICA N° 5688 NUEVA ESPERANZA,40,46,37,47,31,49,"24º30'14.627""S","54º51'34.217""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 6559 JESÚS MISERICORDIOSO,40,42,37,50,33,47,"25º6'54.831""S","57º29'5.684""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 5638 MUNICIPAL REVERENDO PADRE DOCTOR ANTONIO TERSTIEGE,43,44,34,43,40,45,"25º27'25.881""S","57º26'53.977""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 3771 GENERAL DE BRIGADA ROGELIO RIVAS BENÍTEZ,48,42,44,36,49,28,"27º22'37.732""S","55º49'2.485""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 4726 NUESTRA SEÑORA VIRGEN DEL CARMEN,34,47,52,40,37,36,"25º12'44.986""S","57º31'23.653""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 7626 MUNICIPAL 13 BELEN,47,50,37,44,36,32,25° 22’ 33.44” N,57° 28’ 14.02” W
Oficial,5,Caaguazú,Carayaó,ESCUELA BÁSICA N° 139 MONSEÑOR HERMENEGILDO ROA,34,42,49,42,40,38,"25º11'55.613""S","56º24'4.458""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 3685 VIRGEN DEL ROSARIO,42,41,41,43,37,41,"25º27'45.267""S","57º28'3.413""W"
Oficial,9,Paraguarí,Quiindy,ESCUELA BÁSICA N° 71 LIBERTADOR SIMÓN BOLIVAR,44,37,37,45,41,40,"25º58'41.09""S","57º13'55.259""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 176 GENERAL ANDRÉS RODRÍGUEZ (DC1),38,29,40,36,52,49,"25º15'23.764""S","57º32'44.804""W"
Oficial,13,Amambay,Cerro Corá,ESCUELA BÁSICA N° 366 CORONEL TEOFILO MIRANDA,46,39,35,49,36,39,"22º38'1.03""S","55º51'49.744""W"
Oficial,11,Central,Limpio,	ESCUELA BÁSICA N° 4724 FRAY LUIS DE BOLAÑOS,42,43,35,44,38,42,"25º7'22.863""S","57º28'23.264""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 1003 LIC. CLARA IRMA PIACENTINI DE CACACE,34,48,47,49,33,32,"25º19'2.431""S","57º38'37.834""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 5633 SANTA ROSA,37,42,50,35,36,43,"25º7'59.494""S","57º28'35.94""W"
Oficial,4,Guairá,Coronel Martínez,ESCUELA BÁSICA N° 55 DON TRIFON MONGES GONZÁLEZ,40,42,44,30,39,47,"25º45'23.268""S","56º37'0.253""W"
Oficial,11,Central,Guarambaré,ESCUELA BÁSICA N° 2065 NUEVA ESPERANZA,50,41,40,52,32,27,"25º28'15.923""S","57º25'34.265""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 2382 VIRGEN DEL ROSARIO,42,43,31,34,43,49,"25º9'54.828""S","57º26'45.613""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 1528 CLARA NOCE DE CORONEL,36,39,40,48,42,37,"25º27'12.827""S","54º44'8.289""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 388 GENERAL BERNARDINO CABALLERO,49,44,40,40,30,38,"25º19'45.663""S","57º34'2.132""W"
Oficial,7,Itapúa,La Paz,ESCUELA BÁSICA N° 741 MARISCAL FRANCISCO SOLANO LÓPEZ,32,40,44,37,47,41,"26º59'48.563""S","55º53'30.894""W"
Oficial,7,Itapúa,Encarnación,ESCUELA BÁSICA N° 233 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,41,37,41,42,43,36,"27º19'54.506""S","55º51'55.897""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 5589 SAN JUAN BAUTISTA,47,44,29,39,48,33,"25º24'9.356""S","57º31'3.187""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 2985 DRA. BERTA NANCY RIQUELME DE PISTILLI,39,42,37,43,41,37,"25º31'50.361""S","54º44'35.96""W"
Oficial,11,Central,Fernando de la Mora,ESCUELA BÁSICA N° 133 R.I. 3 CORRALES,39,42,37,32,38,50,"25º19'51.854""S","57º33'6.931""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 2 CELSA SPERATTI,34,45,43,38,44,34,"25º17'0.895""S","57º38'11.591""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 5595 SAN FRANCISCO DE ASÍS,38,33,55,35,34,43,"25º26'4.976""S","57º31'52.979""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 262 PBRO. MANUEL GAMARRA,40,43,44,42,32,36,"25º30'27.783""S","57º21'16.55""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 913 PROFESOR EPIFANIO MÉNDEZ FLEITAS,36,45,35,42,34,44,"25º17'48.764""S","57º30'54.702""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 1031 SANTIAGO LEGUIZAMÓN,32,48,42,38,34,42,"25º17'1.421""S","57º28'1.294""W"
Oficial,5,Caaguazú,San José de los Arroyos,ESCUELA BÁSICA N° 49 PROF. ELISA CARMEN ALDERETE,44,33,42,50,34,32,"25º32'2.97""S","56º44'6.049""W"
Oficial,6,Caazapá,San Juan Nepomuceno,ESCUELA BÁSICA N° 944 PAPA JUAN XXIII,34,33,48,36,45,39,"26º7'4.693""S","55º56'32.817""W"
Oficial,5,Caaguazú,Repatriación,ESCUELA BÁSICA N° 1619 JOSÉ DOMINGO MARTÍNEZ PEÑA,30,52,41,39,34,39,"25º32'15.365""S","55º59'25.583""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 6127 PROFESORA ESTANISLAA CONCEPCIÓN GÓMEZ DE GIMÉNEZ,48,42,52,33,30,30,"25º13'24.392""S","57º26'12.388""W"
Oficial,3,Cordillera,Caacupé,ESCUELA BÁSICA N° 3680 SAN MIGUEL ARCANGEL,35,42,37,44,36,40,"25º23'32.256""S","57º9'17.678""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 5416 SAN ROQUE GONZÁLEZ DE SANTA CRUZ,40,40,36,41,36,41,"25º28'6.608""S","54º39'6.756""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 3588 SAN RAFAEL,47,44,37,42,33,30,"25º33'59.255""S","54º37'12.6""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 5583 PUERTA DEL SOL,40,42,40,39,29,43,"25º25'45.157""S","57º32'42.976""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 7063 SANTA ROSA DE LIMA,35,45,42,37,37,37,"25º25'37.536""S","57º25'34.602""W"
Oficial,5,Caaguazú,Dr. Cecilio Báez,ESCUELA BÁSICA N° 134 DOCTOR CECILIO BÁEZ,35,30,40,45,34,46,"25º4'1.854""S","56º14'43.812""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 2917 TEODORO SALVADOR MONGELÓS,38,41,39,34,34,44,"25º15'28.839""S","57º28'50.167""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 6709 NUEVA ESPERANZA,39,45,35,48,37,26,"25º32'37.205""S","54º39'24.984""W"
Oficial,5,Caaguazú,Dr. Juan Eulogio Estigarribia,ESCUELA BÁSICA N° 7561 AUGUSTO ROA BASTOS,43,38,43,41,34,31,"25º21'32.539""S","55º41'53.274""W"
Oficial,10,Alto Paraná,Santa Fe del Paraná,ESCUELA BÁSICA N° 1895 REVERENDO PADRE ROMUALDO GRAPILÓN CARTERA,52,34,34,37,40,32,"25º13'26.2""S","54º42'3.743""W"
Oficial,7,Itapúa,Tomás Romero Pereira,ESCUELA BÁSICA N° 2508 ARQ. TOMÁS ROMERO PEREIRA,47,32,42,34,45,29,"26º32'54.218""S","55º14'55.995""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 3410 SAGRADO CORAZÓN DE JESÚS,41,48,46,25,30,39,"25º22'25.549""S","57º34'34.26""W"
Oficial,1,Concepción,Concepción,ESCUELA BÁSICA N° 7282 SAN ISIDRO LABRADOR,39,42,43,33,42,30,"23º23'11.797""S","57º25'49.309""W"
Oficial,14,Canindeyú,Ypejhú,ESCUELA BÁSICA N° 440 VIRGEN DE FÁTIMA,56,49,29,32,35,27,"23º53'19.87""S","55º26'32.928""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 3170 MARÍA AUXILIADORA,53,45,40,23,25,42,"25º24'49.688""S","54º39'7.856""W"
Oficial,11,Central,Villa Elisa,ESCUELA BÁSICA N° 4213 SANTA LIBRADA,37,41,32,42,41,33,"25º22'8.557""S","57º35'37.227""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 5426 SAN FRANCISCO,36,43,35,41,36,35,"25º32'31.881""S","54º38'14.532""W"
Oficial,11,Central,Ypané,ESCUELA BÁSICA N° 1464 DON VICTORIANO ARROYO,33,39,37,38,39,40,"25º28'53.303""S","57º28'45.652""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 245 PROFESORA AURELIA TORRES,33,46,39,38,39,30,"25º29'57.542""S","57º19'42.323""W"
Oficial,10,Alto Paraná,Presidente Franco,ESCUELA BÁSICA N° 3594 SAN ROQUE GONZÁLEZ DE SANTACRUZ,38,39,40,41,21,46,"25º34'2.075""S","54º36'8.53""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 15378 PROFESOR DOCTOR LUIS MARÍA ARGAÑA,51,41,39,38,29,27,"25º24'53.252""S","57º28'6.078""W"
Oficial,3,Cordillera,Tobatí,ESCUELA BÁSICA N° 491 MARÍA AUXILIADORA,34,45,32,46,26,41,"25º15'54.012""S","57º4'41.265""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 7358 DON HÉCTOR ROQUE DUARTE,44,34,38,36,36,36,25° 12’ 3.68” S,57° 28’ 35.22” W
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 368 CORONEL JOSÉ MARÍA ARGAÑA,38,40,34,38,33,40,"22º33'15.741""S","55º43'33.382""W"
Oficial,5,Caaguazú,Dr. Juan Eulogio Estigarribia,ESCUELA BÁSICA N° 1655 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,37,39,35,42,29,41,"25º24'31.924""S","55º29'18.229""W"
Oficial,7,Itapúa,Pirapó,ESCUELA BÁSICA N° 6977 ESPÍRITU SANTO,45,29,24,34,37,54,"26º51'36.181""S","55º32'38.907""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 10 JUAN RAMÓN DAHLQUIST,33,34,34,39,36,47,"25º17'7.794""S","57º37'24.177""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 7819 OSCAR DANIEL SANTA CRUZ CANTERO,26,34,44,35,35,49,"25º20'47.113""S","57º36'19.152""W"
Oficial,3,Cordillera,Caraguatay,ESCUELA BÁSICA N° 37 COMANDANTE LARA,34,33,45,47,30,31,"25º14'21.478""S","56º49'28.136""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 246 MAESTRA MARÍA CONCEPCIÓN LEYES DE CHÁVEZ,38,39,38,34,34,37,"25º23'54.283""S","57º21'5.161""W"
Oficial,13,Amambay,Pedro Juan Caballero,ESCUELA BÁSICA N° 1332 GENERACIÓN DE LA PAZ,41,24,40,36,47,32,"22º33'20.08""S","55º43'10.727""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 6660 VECINOS UNIDOS,38,43,45,37,33,24,"25º24'46.615""S","57º23'17.792""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 5579 PRÓCERES DE MAYO,38,29,45,31,40,37,"25º17'16.714""S","57º28'48.053""W"
Oficial,1,Concepción,Loreto,ESCUELA BÁSICA N° 4919 VIRGEN DE FÁTIMA,34,34,41,44,31,35,"23º16'19.32""S","57º19'21.887""W"
Oficial,3,Cordillera,Altos,ESCUELA BÁSICA N° 7054 LUIS ALBERTO DEL PARANÁ,25,47,38,37,32,39,"25º16'14.542""S","57º15'6.832""W"
Oficial,1,Concepción,San Alfredo,ESCUELA BÁSICA N° 1731 SAN ALFREDO,37,48,33,36,31,31,"22º53'10.31""S","57º24'17.896""W"
Oficial,7,Itapúa,Coronel Bogado,ESCUELA BÁSICA N° 700 MARISCAL FRANCISCO SOLANO LÓPEZ,40,42,38,24,35,37,"27º9'47.45""S","56º14'31.038""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 980 PROFESOR JUSTO GERMÁN FRANCO GÓMEZ,31,32,41,33,38,41,"25º28'51.622""S","57º21'42.592""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 7156 NUEVA ESPERANZA,40,37,35,36,37,31,"25º22'9.298""S","57º32'24.867""W"
Oficial,11,Central,Ypacaraí,ESCUELA BÁSICA N° 1361 MAESTRA SARAH E. DE BARRIOS,35,37,45,40,28,30,"25º25'48.937""S","57º17'8.528""W"
Oficial,11,Central,Itauguá,ESCUELA BÁSICA N° 2131 VILLA ALTA,36,34,39,40,33,33,"25º22'38.411""S","57º22'59.955""W"
Oficial,8,Misiones,Santa María,ESCUELA BÁSICA N° 135 GENERAL DE DIVISIÓN (S.R.) JUAN ANTONIO CÁCERES,34,33,29,46,39,33,"26º46'59.548""S","56º56'47.043""W"
Oficial,4,Guairá,Independencia,ESCUELA BÁSICA N° 183 VALERIO GODOY,31,45,31,35,35,36,"25º43'7.955""S","56º14'6.723""W"
Oficial,12,Ñeembucú,Pilar,ESCUELA BÁSICA N° 578 DEFENSORES DEL CHACO,34,38,40,34,35,32,"26º52'44.326""S","58º18'5.142""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 5423 SAN DIONISIO,33,30,44,38,36,32,"25º29'57.559""S","54º38'19.559""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 7437 SAN FRANCISCO,41,23,43,34,35,37,"25º26'29.596""S","57º27'8.126""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 4717 MARÍA AUXILIADORA,44,36,32,34,33,33,"25º9'49.544""S","57º27'23.28""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 5440 JUANA VIRGINIA SARUBBI DE BARRETO,46,28,35,46,25,32,"25º30'43.913""S","54º40'45.172""W"
Oficial,4,Guairá,Yataity,ESCUELA BÁSICA N° 53 ROSA NARVAJA,28,35,43,42,36,27,"25º41'25.12""S","56º28'12.895""W"
Oficial,11,Central,Itá,ESCUELA BÁSICA N° 981 PROFESOR  MODESTO VILLALBA GUTIÉRREZ,50,48,21,33,25,34,"25º27'51.834""S","57º21'56.917""W"
Oficial,11,Central,Luque,ESCUELA BÁSICA N° 571 TENIENTE PRIMERO JUAN RIGOBERTO HERREROS BUENO,26,34,36,37,44,33,"25º14'8.659""S","57º26'38.209""W"
Oficial,5,Caaguazú,Yhú,ESCUELA BÁSICA N° 3330 SAN MIGUEL ARCÁNGEL,31,44,29,40,34,32,"25º3'44.719""S","55º55'28.043""W"
Oficial,11,Central,Areguá,ESCUELA BÁSICA N° 3724 SAN ANTONIO DE PADUA,31,25,43,38,37,36,"25º17'35.98""S","57º24'21.43""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 5495 PADRE GUIDO CORONEL,31,41,19,28,46,45,"25º29'14.125""S","54º46'6.88""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 6003 LA AMISTAD,37,38,37,38,25,35,"25º23'49.061""S","57º26'15.631""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 2963 SANTA ELENA,30,33,38,39,37,33,"25º33'58.222""S","54º44'46.461""W"
Oficial,11,Central,San Antonio,ESCUELA BÁSICA N° 6569 MARÍA ÁNGELES GARCÍA DE ZÚÑIGA CAMPOS,41,31,34,35,30,39,"25º24'9.398""S","57º33'31.652""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 1530 GENERAL EUGENIO ALEJANDRINO GARAY,38,43,56,48,0,24,"25º31'10.891""S","54º38'37.532""W"
Oficial,11,Central,Limpio,ESCUELA BÁSICA N° 3681 MONTAÑA ALTA,36,29,37,56,16,35,"25º10'48.576""S","57º28'17.341""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 6102 SAN MIGUEL,28,27,34,45,40,35,"25º23'10.413""S","57º33'0.496""W"
Oficial,11,Central,San Lorenzo,ESCUELA BÁSICA N° 4190 SAN JUAN BAUTISTA,41,40,34,34,34,25,"25º18'41.668""S","57º30'51.707""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 6652 FÉLIX ROMUALDO TALAVERA GOIBURÚ,29,33,40,35,36,35,"25º22'44.541""S","57º32'50.467""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 2982 SAN MIGUEL,53,39,18,42,26,29,"25º32'4.687""S","54º36'4.743""W"
Oficial,11,Central,Julián Augusto Saldívar,ESCUELA BÁSICA N° 6206 VIRGEN DE FÁTIMA,29,34,38,37,37,32,"25º25'21.229""S","57º26'36.118""W"
Oficial,11,Central,Guarambaré,ESCUELA BÁSICA N° 6876 GUARAMBARÉ,42,39,37,27,39,23,"25º29'24.154""S","57º26'52.41""W"
Oficial,7,Itapúa,Jesús,ESCUELA BÁSICA N° 614 DOCTOR JOSÉ GASPAR RODRÍGUEZ DE FRANCIA,35,26,40,34,41,31,"27º3'15.458""S","55º44'41.495""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 3455 SANTA RITA DE CASIA,27,41,31,37,35,35,"25º22'33.468""S","57º28'14.02""W"
Oficial,10,Alto Paraná,Hernandarias,ESCUELA BÁSICA N° 4653 FULGENCIO YEGROS,42,32,36,29,31,36,"25º22'52.456""S","54º39'18.209""W"
Oficial,10,Alto Paraná,Minga Guazú,ESCUELA BÁSICA N° 5498 DOCTOR MANUEL DOMÍNGUEZ,35,36,35,36,30,34,"25º29'43.947""S","54º44'39.327""W"
Oficial,11,Central,Mariano Roque Alonso,ESCUELA BÁSICA N° 7090 CABO 1° LEONARDO GALEANO,35,29,44,37,29,32,"25º11'42.724""S","57º31'34.285""W"
Oficial,0,Capital,Asunción,ESCUELA BÁSICA N° 215 PROFESOR EMILIO FERREIRA,33,34,30,31,40,37,"25º15'51.145""S","57º35'7.002""W"
Oficial,5,Caaguazú,Yhú,ESCUELA BÁSICA N° 58 DON LUIS ROLANDO MELGAREJO,36,30,35,33,27,43,"25º4'16.818""S","55º58'52.708""W"
Oficial,10,Alto Paraná,Ciudad del Este,ESCUELA BÁSICA N° 7081 VILLARRICA DEL ESPÍRITU SANTO,33,37,34,31,35,34,"25º31'36.912""S","54º39'36.004""W"
Oficial,8,Misiones,San Ignacio,ESCUELA BÁSICA N° 392 SANTO ÁNGEL,29,40,29,35,35,35,"26º53'20.265""S","57º0'52.163""W"
Oficial,11,Central,Capiatá,ESCUELA BÁSICA N° 604 LAURELTY,21,34,42,33,32,41,"25º22'4.741""S","57º24'56.033""W"
Oficial,11,Central,Ñemby,ESCUELA BÁSICA N° 3686 WALTER ZACARÍAS ZARACHO,29,43,38,34,36,23,"25º22'6.097""S","57º33'12.586""W"
Oficial,2,San Pedro,San Pedro del Ycuamandyjú,ESCUELA BÁSICA N° 397 VICENTE IGNACIO ITURBE,35,28,38,44,32,25,"24º5'24.676""S","57º4'52.172""W"
Oficial,11,Central,Lambaré,ESCUELA BÁSICA N° 809 CORONEL PABLO ROJAS,28,36,34,38,33,33,"25º21'34.365""S","57º37'55.811""W"
Oficial,10,Alto Paraná,Itakyry,ESCUELA BÁSICA N° 1904 EMILIANO R. FERNÁNDEZ,42,29,29,31,40,30,"25º5'42.31""S","54º57'46.14""W"
